application_id,high_freq_flag,id_inconsistent_flag,abnormal_region_flag,is_new_device,no_credit_history_flag,fraud_rule_count,fraud_risk_level,fraud_flag
APP000603,0,0,0,1,0,1,低风险,0
APP000604,0,0,0,0,0,0,低风险,0
APP000605,0,0,0,1,0,1,低风险,0
APP000606,0,0,0,1,1,2,中风险,0
APP000607,0,0,0,1,1,2,中风险,0
APP000608,0,0,0,0,0,0,低风险,0
APP000609,0,0,0,1,0,1,低风险,0
APP000610,0,0,0,0,0,0,低风险,0
APP000611,0,0,0,0,0,0,低风险,0
APP000612,0,0,0,0,0,0,低风险,0
APP000613,0,0,0,0,1,1,低风险,0
APP000614,0,0,0,0,1,1,低风险,0
APP000615,0,0,0,0,1,1,低风险,0
APP000616,0,0,0,1,0,1,低风险,1
APP000617,0,0,0,1,1,2,中风险,0
APP000618,0,0,0,1,0,1,低风险,0
APP000619,0,0,0,0,0,0,低风险,0
APP000620,0,0,0,1,0,1,低风险,0
APP000621,0,0,0,1,1,2,中风险,0
APP000622,0,0,0,1,0,1,低风险,0
APP000623,0,0,0,0,0,0,低风险,0
APP000624,0,0,0,1,0,1,低风险,0
APP000625,0,0,0,1,0,1,低风险,0
APP000626,0,0,0,1,1,2,中风险,0
APP000627,0,0,0,0,0,0,低风险,0
APP000628,0,0,0,0,0,0,低风险,0
APP000629,0,0,0,1,0,1,低风险,0
APP000630,0,0,0,0,0,0,低风险,0
APP000631,0,0,0,0,0,0,低风险,0
APP000632,0,0,0,0,1,1,低风险,0
APP000633,0,0,0,1,0,1,低风险,0
APP000634,0,0,0,1,0,1,低风险,0
APP000635,0,0,0,0,0,0,低风险,0
APP000636,0,0,0,1,0,1,低风险,0
APP000637,0,0,0,0,0,0,低风险,0
APP000638,0,0,0,1,0,1,低风险,0
APP000639,0,0,0,1,1,2,中风险,0
APP000640,0,0,0,1,0,1,低风险,0
APP000641,0,0,0,1,0,1,低风险,0
APP000642,0,0,0,0,0,0,低风险,0
APP000643,0,0,0,1,0,1,低风险,0
APP000644,0,0,0,0,0,0,低风险,0
APP000645,0,0,0,1,1,2,中风险,0
APP000646,0,0,0,1,0,1,低风险,0
APP000647,0,0,0,1,0,1,低风险,0
APP000648,0,0,0,0,0,0,低风险,0
APP000649,0,0,0,1,0,1,低风险,0
APP000650,0,0,0,0,0,0,低风险,0
APP000651,0,0,0,0,1,1,低风险,0
APP000652,0,0,0,1,0,1,低风险,0
APP000653,0,0,0,0,0,0,低风险,0
APP000654,0,0,0,1,1,2,中风险,0
APP000655,0,0,0,0,1,1,低风险,0
APP000656,0,0,0,0,0,0,低风险,0
APP000657,0,0,0,1,1,2,中风险,0
APP000658,0,0,0,0,0,0,低风险,0
APP000659,0,0,0,0,1,1,低风险,0
APP000660,0,0,0,1,1,2,中风险,0
APP000661,0,0,0,0,0,0,低风险,0
APP000662,1,0,0,1,1,3,高风险,1
APP000663,0,0,0,0,0,0,低风险,0
APP000664,0,0,0,1,0,1,低风险,0
APP000665,0,0,0,1,0,1,低风险,0
APP000666,0,0,0,1,0,1,低风险,0
APP000667,0,0,0,0,0,0,低风险,0
APP000668,0,0,0,1,0,1,低风险,0
APP000669,0,0,0,1,1,2,中风险,0
APP000670,0,0,0,1,1,2,中风险,0
APP000671,0,0,0,0,0,0,低风险,0
APP000672,0,0,0,1,0,1,低风险,0
APP000673,0,0,0,1,1,2,中风险,0
APP000674,0,0,0,0,1,1,低风险,0
APP000675,0,0,0,0,1,1,低风险,0
APP000676,1,0,0,1,0,2,中风险,1
APP000677,0,0,0,0,0,0,低风险,0
APP000678,0,0,0,1,1,2,中风险,0
APP000679,1,1,0,1,1,4,高风险,1
APP000680,0,0,0,1,0,1,低风险,0
APP000681,0,0,0,0,0,0,低风险,0
APP000682,0,0,0,0,1,1,低风险,0
APP000683,0,0,0,1,0,1,低风险,0
APP000684,0,0,0,0,0,0,低风险,0
APP000685,1,0,1,1,0,3,高风险,1
APP000686,0,0,0,0,1,1,低风险,0
APP000687,0,0,0,0,0,0,低风险,0
APP000688,0,0,0,0,0,0,低风险,0
APP000689,0,0,0,0,0,0,低风险,0
APP000690,0,0,0,1,1,2,中风险,0
APP000691,0,0,0,0,0,0,低风险,0
APP000692,0,0,0,0,1,1,低风险,0
APP000693,0,0,0,0,0,0,低风险,0
APP000694,0,0,0,0,0,0,低风险,0
APP000695,0,0,0,0,0,0,低风险,0
APP000696,0,0,0,1,0,1,低风险,0
APP000697,0,0,0,0,0,0,低风险,0
APP000698,0,0,0,0,0,0,低风险,0
APP000699,0,0,0,0,0,0,低风险,0
APP000700,0,0,0,1,1,2,中风险,0
APP000701,0,0,0,0,0,0,低风险,0
APP000702,0,0,0,0,0,0,低风险,0
APP000703,0,0,0,1,0,1,低风险,0
APP000704,0,0,0,0,0,0,低风险,0
APP000705,0,0,0,0,0,0,低风险,0
APP000706,1,0,1,1,0,3,高风险,1
APP000707,0,0,0,1,0,1,低风险,0
APP000708,0,0,0,0,0,0,低风险,0
APP000709,0,0,0,1,0,1,低风险,0
APP000710,0,0,0,1,0,1,低风险,0
APP000711,0,0,0,0,1,1,低风险,0
APP000712,0,0,0,0,1,1,低风险,0
APP000713,0,0,0,0,0,0,低风险,0
APP000714,0,0,0,1,0,1,低风险,0
APP000715,0,0,0,0,0,0,低风险,0
APP000716,1,1,0,1,1,4,高风险,1
APP000717,0,0,0,0,1,1,低风险,0
APP000718,0,0,1,1,1,3,高风险,1
APP000719,0,0,0,0,1,1,低风险,0
APP000720,0,0,0,1,1,2,中风险,0
APP000721,1,1,0,1,0,3,高风险,1
APP000722,0,0,0,0,1,1,低风险,0
APP000723,0,0,0,0,0,0,低风险,0
APP000724,0,0,0,0,0,0,低风险,0
APP000725,0,0,0,0,0,0,低风险,0
APP000726,0,0,0,0,1,1,低风险,0
APP000727,0,0,0,1,0,1,低风险,0
APP000728,0,0,0,1,1,2,中风险,0
APP000729,0,0,0,1,0,1,低风险,0
APP000730,0,0,0,0,0,0,低风险,0
APP000731,0,0,0,0,0,0,低风险,0
APP000732,0,0,0,0,1,1,低风险,0
APP000733,0,0,0,1,0,1,低风险,0
APP000734,0,0,0,1,0,1,低风险,0
APP000735,0,0,0,0,1,1,低风险,0
APP000736,0,0,0,0,0,0,低风险,0
APP000737,0,0,0,0,0,0,低风险,0
APP000738,0,0,0,0,1,1,低风险,0
APP000739,0,0,0,0,1,1,低风险,0
APP000740,0,0,0,1,0,1,低风险,0
APP000741,0,0,0,1,1,2,中风险,0
APP000742,0,0,0,0,1,1,低风险,0
APP000743,0,0,0,0,0,0,低风险,0
APP000744,0,0,0,1,0,1,低风险,0
APP000745,0,0,0,0,0,0,低风险,0
APP000746,0,0,0,0,0,0,低风险,0
APP000747,0,0,0,0,0,0,低风险,0
APP000748,0,0,0,0,1,1,低风险,0
APP000749,1,0,0,1,0,2,中风险,1
APP000750,0,0,0,1,0,1,低风险,0
APP000751,0,0,0,0,1,1,低风险,0
APP000752,1,1,0,1,1,4,高风险,1
APP000753,0,0,0,1,0,1,低风险,0
APP000754,0,0,0,0,1,1,低风险,0
APP000755,0,0,0,1,1,2,中风险,0
APP000756,0,0,0,1,0,1,低风险,0
APP000757,0,0,0,0,0,0,低风险,0
APP000758,0,0,0,1,0,1,低风险,0
APP000759,0,0,0,0,0,0,低风险,0
APP000760,0,0,0,1,1,2,中风险,0
APP000761,0,0,0,0,1,1,低风险,0
APP000762,0,0,0,1,1,2,中风险,0
APP000763,0,0,0,1,1,2,中风险,0
APP000764,0,0,0,0,1,1,低风险,0
APP000765,0,0,0,0,0,0,低风险,0
APP000766,0,0,0,1,0,1,低风险,0
APP000767,0,0,0,1,0,1,低风险,0
APP000768,0,0,0,0,1,1,低风险,0
APP000769,0,0,0,1,0,1,低风险,0
APP000770,0,0,0,0,0,0,低风险,0
APP000771,0,0,0,0,1,1,低风险,0
APP000772,0,0,0,0,0,0,低风险,0
APP000773,0,0,0,0,0,0,低风险,0
APP000774,0,0,0,1,1,2,中风险,0
APP000775,0,0,0,0,0,0,低风险,0
APP000776,0,0,0,1,1,2,中风险,0
APP000777,0,0,0,0,0,0,低风险,0
APP000778,0,0,0,0,0,0,低风险,0
APP000779,0,0,0,0,0,0,低风险,0
APP000780,0,0,0,0,1,1,低风险,0
APP000781,0,0,0,0,0,0,低风险,0
APP000782,0,0,0,0,0,0,低风险,0
APP000783,0,0,0,0,0,0,低风险,0
APP000784,0,0,0,0,0,0,低风险,0
APP000785,0,0,0,0,0,0,低风险,0
APP000786,1,1,0,1,0,3,高风险,1
APP000787,0,0,0,1,0,1,低风险,0
APP000788,0,0,0,1,0,1,低风险,0
APP000789,0,0,0,0,0,0,低风险,0
APP000790,1,1,0,1,1,4,高风险,1
APP000791,0,0,0,0,0,0,低风险,0
APP000792,0,0,0,1,0,1,低风险,0
APP000793,0,0,0,0,0,0,低风险,0
APP000794,0,0,0,0,0,0,低风险,0
APP000795,0,0,0,0,0,0,低风险,0
APP000796,0,0,0,0,1,1,低风险,0
APP000797,1,1,0,0,0,2,中风险,1
APP000798,0,0,0,1,0,1,低风险,0
APP000799,0,0,0,0,1,1,低风险,0
APP000800,1,1,1,1,1,5,高风险,1
APP000801,0,0,0,0,1,1,低风险,0
APP000802,0,0,0,0,1,1,低风险,0
APP000803,0,0,0,1,1,2,中风险,0
APP000804,0,0,0,0,0,0,低风险,0
APP000805,0,0,0,1,0,1,低风险,0
APP000806,0,0,0,0,0,0,低风险,0
APP000807,1,0,0,0,0,1,低风险,1
APP000808,1,0,0,1,1,3,高风险,1
APP000809,0,0,0,0,0,0,低风险,0
APP000810,0,0,0,1,0,1,低风险,0
APP000811,1,0,0,0,0,1,低风险,1
APP000812,0,0,0,1,1,2,中风险,0
APP000813,0,0,0,0,1,1,低风险,0
APP000814,1,0,1,1,0,3,高风险,1
APP000815,0,0,0,1,0,1,低风险,0
APP000816,0,0,0,1,1,2,中风险,0
APP000817,0,0,0,1,1,2,中风险,0
APP000818,0,0,0,1,0,1,低风险,0
APP000819,0,0,0,1,0,1,低风险,0
APP000820,0,0,0,0,0,0,低风险,0
APP000821,0,0,0,0,0,0,低风险,0
APP000822,0,0,0,0,0,0,低风险,0
APP000823,0,0,0,0,0,0,低风险,0
APP000824,0,0,0,0,0,0,低风险,0
APP000825,0,0,0,0,1,1,低风险,0
APP000826,1,0,1,0,0,2,中风险,1
APP000827,0,0,0,1,1,2,中风险,0
APP000828,0,0,0,0,1,1,低风险,0
APP000829,0,0,0,0,0,0,低风险,0
APP000830,0,0,0,0,0,0,低风险,0
APP000831,0,0,0,1,0,1,低风险,0
APP000832,0,0,0,1,1,2,中风险,0
APP000833,0,0,0,1,0,1,低风险,0
APP000834,0,0,0,0,0,0,低风险,0
APP000835,0,0,0,0,0,0,低风险,0
APP000836,0,0,0,0,1,1,低风险,0
APP000837,1,0,0,1,1,3,高风险,1
APP000838,0,0,0,0,0,0,低风险,0
APP000839,0,0,0,0,1,1,低风险,0
APP000840,0,0,0,0,0,0,低风险,0
APP000841,0,0,0,1,0,1,低风险,0
APP000842,0,0,0,1,1,2,中风险,0
APP000843,0,0,0,0,1,1,低风险,0
APP000844,1,1,0,0,1,3,高风险,1
APP000845,0,0,0,0,0,0,低风险,0
APP000846,0,0,0,0,1,1,低风险,0
APP000847,0,0,0,1,0,1,低风险,0
APP000848,0,0,0,0,1,1,低风险,1
APP000849,0,0,0,1,0,1,低风险,0
APP000850,0,0,0,0,1,1,低风险,0
APP000851,0,0,0,1,1,2,中风险,0
APP000852,0,0,0,0,0,0,低风险,0
APP000853,0,0,0,1,0,1,低风险,0
APP000854,0,0,0,0,0,0,低风险,0
APP000855,0,0,0,1,1,2,中风险,0
APP000856,0,0,0,0,0,0,低风险,0
APP000857,0,0,0,0,0,0,低风险,0
APP000858,0,0,0,1,1,2,中风险,0
APP000859,0,0,0,1,0,1,低风险,0
APP000860,0,0,0,1,0,1,低风险,0
APP000861,0,0,0,1,1,2,中风险,0
APP000862,0,0,0,1,0,1,低风险,0
APP000863,0,0,0,0,0,0,低风险,0
APP000864,0,0,0,0,1,1,低风险,0
APP000865,0,0,0,0,0,0,低风险,0
APP000866,0,0,0,1,0,1,低风险,0
APP000867,0,0,0,0,0,0,低风险,0
APP000868,0,0,0,0,1,1,低风险,0
APP000869,0,0,0,0,0,0,低风险,0
APP000870,0,1,0,1,0,2,中风险,1
APP000871,0,0,0,0,0,0,低风险,0
APP000872,0,0,0,0,1,1,低风险,0
APP000873,0,0,0,0,0,0,低风险,0
APP000874,0,0,0,0,0,0,低风险,0
APP000875,0,0,0,0,0,0,低风险,0
APP000876,0,0,0,1,0,1,低风险,0
APP000877,0,0,0,1,1,2,中风险,0
APP000878,0,0,0,1,1,2,中风险,0
APP000879,0,0,0,0,0,0,低风险,0
APP000880,0,0,0,1,1,2,中风险,0
APP000881,0,0,0,0,0,0,低风险,0
APP000882,0,0,0,0,1,1,低风险,0
APP000883,0,0,0,1,0,1,低风险,0
APP000884,0,0,0,0,0,0,低风险,0
APP000885,0,0,0,0,0,0,低风险,0
APP000886,0,0,0,1,0,1,低风险,0
APP000887,0,0,0,0,1,1,低风险,0
APP000888,0,0,0,1,0,1,低风险,0
APP000889,0,0,0,0,1,1,低风险,0
APP000890,0,0,0,1,0,1,低风险,0
APP000891,0,0,0,0,0,0,低风险,0
APP000892,0,0,0,0,0,0,低风险,0
APP000893,0,0,0,1,0,1,低风险,0
APP000894,0,0,0,0,0,0,低风险,0
APP000895,0,0,0,0,0,0,低风险,0
APP000896,0,0,0,0,0,0,低风险,0
APP000897,0,0,0,0,0,0,低风险,0
APP000898,0,0,0,0,1,1,低风险,0
APP000899,0,0,0,0,0,0,低风险,0
APP000900,0,0,0,1,0,1,低风险,0
APP000901,0,0,0,0,1,1,低风险,0
APP000902,0,0,0,0,1,1,低风险,0
APP000903,0,0,0,0,1,1,低风险,0
APP000904,0,0,0,0,0,0,低风险,0
APP000905,0,0,0,1,1,2,中风险,0
APP000906,0,0,0,0,1,1,低风险,0
APP000907,0,0,0,1,1,2,中风险,0
APP000908,0,0,0,0,0,0,低风险,0
APP000909,0,0,0,1,0,1,低风险,0
APP000910,0,0,0,0,0,0,低风险,0
APP000911,0,0,0,1,0,1,低风险,0
APP000912,0,0,0,0,0,0,低风险,0
APP000913,0,0,0,0,1,1,低风险,0
APP000914,0,0,0,0,1,1,低风险,0
APP000915,0,0,0,0,1,1,低风险,0
APP000916,0,0,0,1,1,2,中风险,0
APP000917,0,0,0,0,0,0,低风险,0
APP000918,1,1,0,1,0,3,高风险,1
APP000919,0,0,0,1,0,1,低风险,0
APP000920,0,0,0,0,0,0,低风险,0
APP000921,0,0,0,1,0,1,低风险,0
APP000922,0,0,0,1,1,2,中风险,0
APP000923,0,0,0,0,1,1,低风险,0
APP000924,0,0,0,1,0,1,低风险,0
APP000925,0,0,0,0,0,0,低风险,0
APP000926,0,0,0,0,1,1,低风险,0
APP000927,0,0,0,0,0,0,低风险,0
APP000928,0,0,0,0,0,0,低风险,0
APP000929,0,0,0,1,0,1,低风险,0
APP000930,0,0,0,1,0,1,低风险,0
APP000931,0,0,0,0,0,0,低风险,0
APP000932,0,0,0,0,1,1,低风险,0
APP000933,1,0,0,1,1,3,高风险,1
APP000934,0,0,0,0,1,1,低风险,0
APP000935,0,0,0,0,0,0,低风险,0
APP000936,0,0,0,0,0,0,低风险,0
APP000937,0,0,0,1,0,1,低风险,0
APP000938,1,0,0,1,0,2,中风险,1
APP000939,0,0,0,1,0,1,低风险,0
APP000940,0,0,0,1,0,1,低风险,0
APP000941,0,0,0,0,0,0,低风险,0
APP000942,0,0,0,0,0,0,低风险,0
APP000943,0,0,0,1,0,1,低风险,0
APP000944,0,0,0,0,1,1,低风险,0
APP000945,0,0,0,1,0,1,低风险,0
APP000946,0,0,0,1,0,1,低风险,0
APP000947,0,0,0,1,1,2,中风险,0
APP000948,1,0,0,1,1,3,高风险,1
APP000949,0,0,0,1,0,1,低风险,0
APP000950,0,0,0,1,1,2,中风险,0
APP000951,0,0,0,0,0,0,低风险,0
APP000952,0,0,0,0,0,0,低风险,0
APP000953,0,0,0,0,0,0,低风险,0
APP000954,1,1,0,1,1,4,高风险,1
APP000955,0,0,0,0,0,0,低风险,0
APP000956,0,0,0,1,0,1,低风险,0
APP000957,0,0,0,0,0,0,低风险,0
APP000958,0,0,0,1,0,1,低风险,0
APP000959,0,0,0,0,0,0,低风险,0
APP000960,0,0,0,1,0,1,低风险,0
APP000961,0,0,0,0,0,0,低风险,0
APP000962,0,0,0,0,0,0,低风险,0
APP000963,0,0,0,0,0,0,低风险,0
APP000964,0,0,0,1,0,1,低风险,0
APP000965,0,0,0,0,1,1,低风险,0
APP000966,0,0,0,0,1,1,低风险,0
APP000967,0,0,0,1,0,1,低风险,0
APP000968,0,0,0,1,0,1,低风险,0
APP000969,0,0,0,1,0,1,低风险,0
APP000970,0,0,0,0,0,0,低风险,0
APP000971,0,0,0,0,1,1,低风险,0
APP000972,1,0,0,1,1,3,高风险,1
APP000973,0,0,0,0,1,1,低风险,0
APP000974,0,0,0,1,0,1,低风险,0
APP000975,0,0,0,0,0,0,低风险,0
APP000976,0,0,0,0,0,0,低风险,0
APP000977,0,0,0,0,0,0,低风险,0
APP000978,0,0,0,0,0,0,低风险,0
APP000979,0,0,0,0,0,0,低风险,0
APP000980,0,0,0,0,1,1,低风险,0
APP000981,0,0,0,1,1,2,中风险,0
APP000982,0,0,0,0,0,0,低风险,0
APP000983,0,0,0,1,0,1,低风险,0
APP000984,0,0,0,1,0,1,低风险,0
APP000985,0,0,0,0,0,0,低风险,0
APP000986,0,0,0,0,0,0,低风险,0
APP000987,0,0,0,1,0,1,低风险,0
APP000988,0,0,0,1,0,1,低风险,0
APP000989,0,0,0,1,1,2,中风险,0
APP000990,0,0,0,1,1,2,中风险,0
APP000991,0,0,0,1,0,1,低风险,0
APP000992,0,0,0,0,1,1,低风险,0
APP000993,0,0,0,0,1,1,低风险,0
APP000994,0,0,0,1,1,2,中风险,0
APP000995,0,0,0,0,0,0,低风险,0
APP000996,0,0,0,1,0,1,低风险,0
APP000997,1,0,0,0,0,1,低风险,1
APP000998,0,0,0,0,0,0,低风险,0
APP000999,1,0,0,1,1,3,高风险,1
APP001000,0,0,0,0,0,0,低风险,0
APP001001,0,0,0,0,1,1,低风险,0
APP001002,0,0,0,0,1,1,低风险,0
APP001003,0,0,0,1,0,1,低风险,0
APP001004,0,0,0,0,0,0,低风险,0
APP001005,0,0,0,1,0,1,低风险,0
APP001006,0,0,0,0,0,0,低风险,0
APP001007,0,0,0,1,0,1,低风险,0
APP001008,0,0,0,1,1,2,中风险,0
APP001009,0,0,0,0,1,1,低风险,0
APP001010,0,0,0,0,1,1,低风险,0
APP001011,0,0,0,0,1,1,低风险,0
APP001012,1,0,0,1,0,2,中风险,1
APP001013,1,1,0,1,1,4,高风险,1
APP001014,0,0,0,1,1,2,中风险,0
APP001015,0,0,0,0,0,0,低风险,0
APP001016,1,0,0,0,0,1,低风险,1
APP001017,0,0,0,0,1,1,低风险,0
APP001018,0,0,0,0,1,1,低风险,0
APP001019,1,1,0,1,1,4,高风险,1
APP001020,0,0,0,1,0,1,低风险,0
APP001021,0,0,0,1,0,1,低风险,0
APP001022,0,0,0,0,0,0,低风险,0
APP001023,1,1,0,1,0,3,高风险,1
APP001024,0,0,0,1,0,1,低风险,1
APP001025,1,0,0,1,1,3,高风险,1
APP001026,0,0,0,0,0,0,低风险,0
APP001027,0,0,0,0,1,1,低风险,0
APP001028,0,0,0,0,0,0,低风险,0
APP001029,0,0,0,1,0,1,低风险,0
APP001030,0,0,0,0,1,1,低风险,0
APP001031,0,0,0,0,0,0,低风险,0
APP001032,0,0,0,0,1,1,低风险,0
APP001033,0,0,0,0,0,0,低风险,0
APP001034,0,0,0,1,0,1,低风险,0
APP001035,0,0,0,0,0,0,低风险,0
APP001036,0,0,0,0,0,0,低风险,0
APP001037,0,0,0,1,1,2,中风险,0
APP001038,0,0,0,1,0,1,低风险,0
APP001039,0,0,0,1,0,1,低风险,0
APP001040,0,0,0,1,0,1,低风险,0
APP001041,0,0,0,1,0,1,低风险,0
APP001042,0,0,0,0,0,0,低风险,0
APP001043,0,0,0,0,0,0,低风险,0
APP001044,0,0,0,1,1,2,中风险,0
APP001045,0,0,0,1,0,1,低风险,0
APP001046,0,0,0,1,0,1,低风险,0
APP001047,0,0,0,0,0,0,低风险,0
APP001048,0,0,0,0,1,1,低风险,0
APP001049,0,0,0,0,1,1,低风险,0
APP001050,0,0,0,0,0,0,低风险,0
APP001051,0,0,0,0,0,0,低风险,0
APP001052,0,0,0,1,0,1,低风险,0
APP001053,1,1,0,0,0,2,中风险,1
APP001054,0,0,0,0,0,0,低风险,0
APP001055,1,1,0,1,1,4,高风险,1
APP001056,0,0,0,1,1,2,中风险,0
APP001057,0,0,0,0,0,0,低风险,0
APP001058,0,0,0,0,1,1,低风险,0
APP001059,0,0,0,0,0,0,低风险,0
APP001060,0,0,0,0,0,0,低风险,0
APP001061,0,0,0,1,0,1,低风险,0
APP001062,1,0,0,1,1,3,高风险,1
APP001063,0,0,0,0,0,0,低风险,0
APP001064,0,0,0,0,0,0,低风险,0
APP001065,0,0,0,1,1,2,中风险,0
APP001066,0,0,0,0,0,0,低风险,0
APP001067,0,0,0,0,1,1,低风险,0
APP001068,0,0,0,0,0,0,低风险,0
APP001069,0,0,0,1,1,2,中风险,0
APP001070,0,0,0,0,1,1,低风险,0
APP001071,0,0,0,0,0,0,低风险,0
APP001072,0,0,0,1,0,1,低风险,0
APP001073,0,0,0,0,0,0,低风险,0
APP001074,0,0,0,0,1,1,低风险,0
APP001075,1,0,0,1,1,3,高风险,1
APP001076,0,0,0,0,1,1,低风险,0
APP001077,0,0,0,1,0,1,低风险,0
APP001078,0,0,0,0,0,0,低风险,0
APP001079,0,0,0,0,0,0,低风险,0
APP001080,1,0,1,1,0,3,高风险,1
APP001081,0,0,0,0,0,0,低风险,0
APP001082,0,0,0,0,0,0,低风险,0
APP001083,0,0,0,1,0,1,低风险,0
APP001084,0,0,0,0,0,0,低风险,0
APP001085,0,0,0,0,1,1,低风险,1
APP001086,0,0,0,0,1,1,低风险,0
APP001087,0,0,0,1,0,1,低风险,0
APP001088,0,0,0,0,0,0,低风险,0
APP001089,1,0,0,1,1,3,高风险,1
APP001090,0,0,0,0,1,1,低风险,0
APP001091,1,0,0,0,1,2,中风险,1
APP001092,0,0,0,0,0,0,低风险,0
APP001093,0,0,0,1,0,1,低风险,0
APP001094,0,0,0,0,1,1,低风险,0
APP001095,0,0,0,0,0,0,低风险,0
APP001096,0,0,0,0,0,0,低风险,0
APP001097,0,0,0,1,0,1,低风险,0
APP001098,0,0,0,0,1,1,低风险,0
APP001099,0,0,0,0,1,1,低风险,0
APP001100,0,0,0,0,0,0,低风险,0
APP001101,0,0,0,0,1,1,低风险,0
APP001102,1,0,0,1,1,3,高风险,1
APP001103,0,0,0,0,0,0,低风险,0
APP001104,1,0,0,1,1,3,高风险,1
APP001105,1,1,0,1,1,4,高风险,1
APP001106,0,0,0,0,1,1,低风险,0
APP001107,0,0,0,0,1,1,低风险,0
APP001108,0,0,0,0,1,1,低风险,0
APP001109,0,0,0,1,0,1,低风险,0
APP001110,0,0,0,1,0,1,低风险,0
APP001111,0,0,0,1,0,1,低风险,0
APP001112,0,0,0,1,0,1,低风险,0
APP001113,0,0,0,1,0,1,低风险,0
APP001114,0,0,0,1,1,2,中风险,0
APP001115,0,0,0,0,0,0,低风险,0
APP001116,0,0,0,1,0,1,低风险,0
APP001117,0,0,0,0,0,0,低风险,0
APP001118,0,0,0,0,1,1,低风险,0
APP001119,0,0,0,1,0,1,低风险,0
APP001120,0,0,0,0,0,0,低风险,0
APP001121,0,0,0,0,0,0,低风险,0
APP001122,1,0,0,1,1,3,高风险,1
APP001123,0,0,0,0,0,0,低风险,0
APP001124,0,0,0,0,0,0,低风险,0
APP001125,0,0,0,1,0,1,低风险,0
APP001126,0,0,0,1,0,1,低风险,0
APP001127,0,0,0,0,1,1,低风险,0
APP001128,0,0,0,0,1,1,低风险,0
APP001129,0,0,0,0,0,0,低风险,0
APP001130,0,0,0,1,0,1,低风险,0
APP001131,0,0,0,0,1,1,低风险,0
APP001132,0,0,0,0,0,0,低风险,0
APP001133,0,0,0,0,0,0,低风险,0
APP001134,0,0,0,0,1,1,低风险,0
APP001135,0,0,0,1,0,1,低风险,0
APP001136,0,0,0,0,0,0,低风险,0
APP001137,0,0,0,1,0,1,低风险,0
APP001138,0,0,0,0,0,0,低风险,0
APP001139,0,0,0,1,0,1,低风险,0
APP001140,0,0,0,1,1,2,中风险,0
APP001141,0,0,0,0,0,0,低风险,0
APP001142,0,0,0,0,1,1,低风险,0
APP001143,0,0,0,0,0,0,低风险,0
APP001144,0,0,0,1,1,2,中风险,0
APP001145,0,0,0,0,0,0,低风险,0
APP001146,0,0,0,1,0,1,低风险,0
APP001147,0,0,0,1,0,1,低风险,0
APP001148,0,0,0,1,1,2,中风险,0
APP001149,0,0,0,1,0,1,低风险,0
APP001150,0,0,0,0,0,0,低风险,0
APP001151,0,0,0,0,0,0,低风险,0
APP001152,0,0,0,0,1,1,低风险,0
APP001153,0,0,0,1,0,1,低风险,0
APP001154,0,0,0,1,0,1,低风险,0
APP001155,0,0,0,1,1,2,中风险,0
APP001156,0,0,0,0,0,0,低风险,0
APP001157,0,0,0,0,0,0,低风险,0
APP001158,0,0,0,1,0,1,低风险,0
APP001159,0,0,0,0,0,0,低风险,0
APP001160,0,0,0,0,0,0,低风险,0
APP001161,0,0,0,1,0,1,低风险,0
APP001162,0,0,0,0,0,0,低风险,0
APP001163,0,0,0,0,0,0,低风险,0
APP001164,0,0,0,0,0,0,低风险,0
APP001165,0,0,0,0,0,0,低风险,0
APP001166,0,0,0,1,1,2,中风险,0
APP001167,0,0,0,0,0,0,低风险,0
APP001168,0,0,0,0,0,0,低风险,0
APP001169,0,0,0,0,1,1,低风险,0
APP001170,0,0,0,1,1,2,中风险,0
APP001171,0,0,0,0,0,0,低风险,0
APP001172,0,1,0,1,0,2,中风险,1
APP001173,0,0,0,0,0,0,低风险,0
APP001174,0,0,0,0,0,0,低风险,0
APP001175,0,0,0,0,1,1,低风险,0
APP001176,0,0,0,1,0,1,低风险,0
APP001177,0,0,0,1,0,1,低风险,0
APP001178,0,0,0,0,0,0,低风险,0
APP001179,0,0,0,0,1,1,低风险,0
APP001180,0,0,0,1,0,1,低风险,0
APP001181,1,0,0,1,1,3,高风险,1
APP001182,0,0,0,1,0,1,低风险,0
APP001183,0,0,0,0,0,0,低风险,0
APP001184,1,0,0,1,0,2,中风险,1
APP001185,0,0,0,1,1,2,中风险,0
APP001186,1,0,0,1,0,2,中风险,1
APP001187,0,0,0,1,0,1,低风险,0
APP001188,0,0,0,0,0,0,低风险,0
APP001189,0,0,0,1,0,1,低风险,0
APP001190,0,0,0,0,0,0,低风险,0
APP001191,0,0,0,0,0,0,低风险,0
APP001192,0,0,0,1,0,1,低风险,0
APP001193,0,0,0,1,0,1,低风险,0
APP001194,0,0,0,1,1,2,中风险,0
APP001195,0,0,0,0,0,0,低风险,0
APP001196,0,0,0,1,0,1,低风险,0
APP001197,1,0,0,1,1,3,高风险,1
APP001198,1,0,0,0,0,1,低风险,1
APP001199,0,0,0,0,0,0,低风险,0
APP001200,0,0,0,0,0,0,低风险,0
APP001201,0,0,0,0,0,0,低风险,0
APP001202,0,0,0,1,1,2,中风险,0
APP001203,0,0,0,1,0,1,低风险,0
APP001204,0,0,0,1,1,2,中风险,0
APP001205,0,0,0,1,0,1,低风险,0
APP001206,0,0,0,0,1,1,低风险,0
APP001207,0,0,0,1,1,2,中风险,0
